"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
4,"1990-05-03","CHI","@","MIL","W",1,"32:00",8,19,0.42,0,0,NA,9,13,0.69,1,5,6,5,2,0,1,3,25,18.8,"Michael Jordan","Playoffs"
5,"1990-05-07","CHI","","PHI","W",1,"43:00",16,30,0.53,2,4,0.5,5,6,0.83,1,4,5,6,5,2,4,3,39,31.3,"Michael Jordan","Playoffs"
6,"1990-05-09","CHI","","PHI","W",1,"43:00",18,36,0.5,1,3,0.33,8,8,1,4,4,8,7,3,0,2,3,45,35.7,"Michael Jordan","Playoffs"
7,"1990-05-11","CHI","@","PHI","L",1,"42:00",19,34,0.56,4,11,0.36,7,9,0.78,2,3,5,5,4,1,5,4,49,35.9,"Michael Jordan","Playoffs"
8,"1990-05-13","CHI","@","PHI","W",1,"42:00",16,31,0.52,1,2,0.5,12,13,0.92,1,5,6,11,2,2,3,3,45,NA,"Michael Jordan","Playoffs"
9,"1990-05-16","CHI","","PHI","W",1,"42:00",17,26,0.65,1,3,0.33,2,4,0.5,2,7,9,8,6,1,4,2,37,35.8,"Michael Jordan","Playoffs"
10,"1990-05-20","CHI","@","DET","L",1,"42:00",12,27,0.44,2,6,0.33,8,8,1,1,6,7,5,3,0,1,3,34,26.7,"Michael Jordan","Playoffs"
11,"1990-05-22","CHI","@","DET","L",1,"45:00",5,16,0.31,0,2,0,10,12,0.83,1,6,7,7,4,1,3,5,20,17.1,"Michael Jordan","Playoffs"
12,"1990-05-26","CHI","","DET","W",1,"43:00",17,32,0.53,2,2,1,11,13,0.85,3,7,10,4,1,0,4,3,47,33.4,"Michael Jordan","Playoffs"
13,"1990-05-28","CHI","","DET","W",1,"43:00",13,26,0.5,0,1,0,16,19,0.84,0,4,4,9,4,3,4,5,42,35.4,"Michael Jordan","Playoffs"
14,"1990-05-30","CHI","@","DET","L",1,"39:00",7,19,0.37,1,4,0.25,7,9,0.78,1,3,4,8,1,0,1,1,22,17.5,"Michael Jordan","Playoffs"
15,"1990-06-01","CHI","","DET","W",1,"39:00",11,20,0.55,1,4,0.25,6,6,1,1,9,10,2,1,0,3,4,29,20.6,"Michael Jordan","Playoffs"
16,"1990-06-03","CHI","@","DET","L",1,"45:00",13,27,0.48,0,2,0,5,5,1,2,6,8,9,1,0,4,2,31,NA,"Michael Jordan","Playoffs"
1,"1991-04-25","CHI","","NYK","W",1,"32:00",8,15,0.53,3,4,0.75,9,9,1,1,5,6,6,2,0,1,2,28,27.3,"Michael Jordan","Playoffs"
2,"1991-04-28","CHI","","NYK","W",1,"42:00",9,16,0.56,0,0,NA,8,9,0.89,1,4,5,5,0,1,2,2,26,21.3,"Michael Jordan","Playoffs"
3,"1991-04-30","CHI","@","NYK","W",1,"39:00",14,28,0.5,0,2,0,5,5,1,1,2,3,7,6,1,1,3,33,29.7,"Michael Jordan","Playoffs"
4,"1991-05-04","CHI","","PHI","W",1,"31:00",8,15,0.53,0,1,0,13,15,0.87,0,5,5,5,3,1,1,2,29,27.8,"Michael Jordan","Playoffs"
5,"1991-05-06","CHI","","PHI","W",1,"40:00",12,26,0.46,0,5,0,5,7,0.71,1,7,8,9,1,1,1,4,29,NA,"Michael Jordan","Playoffs"
6,"1991-05-10","CHI","@","PHI","L",1,"42:00",20,34,0.59,0,0,NA,6,9,0.67,0,4,4,6,1,4,2,3,46,NA,"Michael Jordan","Playoffs"
7,"1991-05-12","CHI","@","PHI","W",1,"41:00",11,27,0.41,2,3,0.67,1,2,0.5,0,4,4,12,4,0,1,4,25,21.1,"Michael Jordan","Playoffs"
8,"1991-05-14","CHI","","PHI","W",1,"42:00",14,31,0.45,0,2,0,10,11,0.91,4,15,19,7,0,1,4,3,38,29.2,"Michael Jordan","Playoffs"
9,"1991-05-19","CHI","","DET","W",1,"38:00",6,15,0.4,0,1,0,10,13,0.77,0,3,3,6,3,0,6,4,22,13.2,"Michael Jordan","Playoffs"
10,"1991-05-21","CHI","","DET","W",1,"39:00",10,20,0.5,2,2,1,13,14,0.93,2,1,3,7,2,0,3,2,35,29.4,"Michael Jordan","Playoffs"
11,"1991-05-25","CHI","@","DET","W",1,"46:00",11,19,0.58,0,0,NA,11,12,0.92,0,7,7,7,3,5,1,4,33,34.6,"Michael Jordan","Playoffs"
12,"1991-05-27","CHI","@","DET","W",1,"37:00",11,17,0.65,1,2,0.5,6,9,0.67,0,8,8,8,1,2,2,2,29,27.9,"Michael Jordan","Playoffs"
13,"1991-06-02","CHI","","LAL","L",1,"40:00",14,24,0.58,1,1,1,7,9,0.78,2,6,8,12,3,0,4,5,36,32.6,"Michael Jordan","Playoffs"
14,"1991-06-05","CHI","","LAL","W",1,"36:00",15,18,0.83,0,1,0,3,4,0.75,1,6,7,13,2,1,4,4,33,34.7,"Michael Jordan","Playoffs"
15,"1991-06-07","CHI","@","LAL","W",1,"52:00",11,28,0.39,1,1,1,6,6,1,4,5,9,9,4,2,3,5,29,24.8,"Michael Jordan","Playoffs"
16,"1991-06-09","CHI","@","LAL","W",1,"44:00",11,20,0.55,0,1,0,6,6,1,1,4,5,13,0,2,1,3,28,28.6,"Michael Jordan","Playoffs"
17,"1991-06-12","CHI","@","LAL","W",1,"48:00",12,23,0.52,0,0,NA,6,8,0.75,0,4,4,10,5,2,6,1,30,26.1,"Michael Jordan","Playoffs"
1,"1992-04-24","CHI","","MIA","W",1,"41:00",21,34,0.62,0,0,NA,4,4,1,1,10,11,9,3,1,5,4,46,NA,"Michael Jordan","Playoffs"
2,"1992-04-26","CHI","","MIA","W",1,"35:00",12,23,0.52,0,0,NA,9,10,0.9,4,9,13,6,2,0,4,3,33,27.8,"Michael Jordan","Playoffs"
3,"1992-04-29","CHI","@","MIA","W",1,"43:00",20,30,0.67,0,0,NA,16,18,0.89,1,4,5,5,4,2,2,3,56,NA,"Michael Jordan","Playoffs"
4,"1992-05-05","CHI","","NYK","L",1,"44:00",12,23,0.52,0,0,NA,7,8,0.88,1,5,6,3,1,3,2,4,31,23.1,"Michael Jordan","Playoffs"
5,"1992-05-07","CHI","","NYK","W",1,"43:00",12,24,0.5,0,0,NA,3,8,0.38,1,5,6,5,3,0,2,2,27,18.9,"Michael Jordan","Playoffs"
6,"1992-05-09","CHI","@","NYK","W",1,"44:00",12,24,0.5,1,3,0.33,7,10,0.7,1,8,9,3,3,1,6,2,32,20.9,"Michael Jordan","Playoffs"
7,"1992-05-10","CHI","@","NYK","L",1,"44:00",12,26,0.46,0,2,0,5,6,0.83,2,2,4,4,0,0,0,1,29,19.6,"Michael Jordan","Playoffs"
8,"1992-05-12","CHI","","NYK","W",1,"40:00",11,23,0.48,0,0,NA,15,17,0.88,2,3,5,3,1,0,4,3,37,24.7,"Michael Jordan","Playoffs"
9,"1992-05-14","CHI","@","NYK","L",1,"45:00",9,25,0.36,1,5,0.2,2,4,0.5,0,4,4,8,0,1,7,0,21,6.8,"Michael Jordan","Playoffs"
10,"1992-05-17","CHI","","NYK","W",1,"42:00",15,29,0.52,0,0,NA,12,13,0.92,3,3,6,4,2,3,5,3,42,NA,"Michael Jordan","Playoffs"
11,"1992-05-19","CHI","","CLE","W",1,"40:00",15,29,0.52,1,2,0.5,2,2,1,1,5,6,7,2,1,1,0,33,27.5,"Michael Jordan","Playoffs"
12,"1992-05-21","CHI","","CLE","L",1,"35:00",7,22,0.32,0,0,NA,6,7,0.86,8,3,11,3,3,2,6,3,20,12.8,"Michael Jordan","Playoffs"
13,"1992-05-23","CHI","@","CLE","W",1,"43:00",13,27,0.48,1,1,1,9,10,0.9,3,3,6,9,1,0,5,3,36,NA,"Michael Jordan","Playoffs"
14,"1992-05-25","CHI","@","CLE","L",1,"44:00",15,33,0.45,1,3,0.33,4,5,0.8,2,3,5,6,3,0,5,3,35,20.8,"Michael Jordan","Playoffs"
15,"1992-05-27","CHI","","CLE","W",1,"39:00",13,28,0.46,0,0,NA,11,12,0.92,0,3,3,5,4,0,0,4,37,NA,"Michael Jordan","Playoffs"
16,"1992-05-29","CHI","@","CLE","W",1,"44:00",10,27,0.37,0,0,NA,9,9,1,1,7,8,8,2,0,3,3,29,20.3,"Michael Jordan","Playoffs"
17,"1992-06-03","CHI","","POR","W",1,"34:00",16,27,0.59,6,10,0.6,1,1,1,2,1,3,11,2,0,1,0,39,36.9,"Michael Jordan","Playoffs"
18,"1992-06-05","CHI","","POR","L",1,"50:00",16,32,0.5,0,4,0,7,9,0.78,1,4,5,10,1,0,5,5,39,25.1,"Michael Jordan","Playoffs"
19,"1992-06-07","CHI","@","POR","W",1,"41:00",11,22,0.5,0,1,0,4,4,1,2,5,7,4,3,0,5,4,26,17.1,"Michael Jordan","Playoffs"
20,"1992-06-10","CHI","@","POR","L",1,"44:00",11,26,0.42,2,6,0.33,8,8,1,0,5,5,6,0,0,5,4,32,17.3,"Michael Jordan","Playoffs"
21,"1992-06-12","CHI","@","POR","W",1,"42:00",14,23,0.61,2,4,0.5,16,19,0.84,0,5,5,4,0,1,4,5,46,33.3,"Michael Jordan","Playoffs"
22,"1992-06-14","CHI","","POR","W",1,"43:00",13,24,0.54,2,3,0.67,5,5,1,1,3,4,4,4,1,4,3,33,25.3,"Michael Jordan","Playoffs"
1,"1993-04-30","CHI","","ATL","W",1,"29:00",15,26,0.58,2,4,0.5,3,4,0.75,3,4,7,5,0,0,0,3,35,NA,"Michael Jordan","Playoffs"
2,"1993-05-02","CHI","","ATL","W",1,"38:00",10,24,0.42,2,4,0.5,7,8,0.88,0,6,6,4,3,4,0,5,29,24.2,"Michael Jordan","Playoffs"
3,"1993-05-04","CHI","@","ATL","W",1,"40:00",16,28,0.57,2,5,0.4,5,5,1,0,7,7,4,2,1,4,4,39,27.8,"Michael Jordan","Playoffs"
4,"1993-05-11","CHI","","CLE","W",1,"42:00",16,30,0.53,0,4,0,11,11,1,0,0,0,4,3,1,3,3,43,30.7,"Michael Jordan","Playoffs"
5,"1993-05-13","CHI","","CLE","W",1,"31:00",8,18,0.44,0,2,0,2,5,0.4,2,3,5,6,2,0,2,0,18,13.9,"Michael Jordan","Playoffs"
6,"1993-05-15","CHI","@","CLE","W",1,"40:00",12,24,0.5,0,1,0,8,10,0.8,2,4,6,5,2,0,2,1,32,24.9,"Michael Jordan","Playoffs"
7,"1993-05-17","CHI","@","CLE","W",1,"40:00",11,24,0.46,2,2,1,7,9,0.78,3,6,9,6,2,1,4,2,31,23.8,"Michael Jordan","Playoffs"
8,"1993-05-23","CHI","@","NYK","L",1,"43:00",10,27,0.37,2,4,0.5,5,6,0.83,1,1,2,5,4,0,1,5,27,17.2,"Michael Jordan","Playoffs"
9,"1993-05-25","CHI","@","NYK","L",1,"39:00",12,32,0.38,1,7,0.14,11,13,0.85,3,6,9,1,2,0,3,3,36,NA,"Michael Jordan","Playoffs"
10,"1993-05-29","CHI","","NYK","W",1,"38:00",3,18,0.17,0,0,NA,16,17,0.94,1,7,8,11,2,2,2,1,22,21.7,"Michael Jordan","Playoffs"
11,"1993-05-31","CHI","","NYK","W",1,"39:00",18,30,0.6,6,9,0.67,12,14,0.86,0,6,6,2,2,1,2,5,NA,NA,"Michael Jordan","Playoffs"
12,"1993-06-02","CHI","@","NYK","W",1,"45:00",11,24,0.46,0,1,0,7,9,0.78,2,8,10,14,2,1,5,2,29,26.3,"Michael Jordan","Playoffs"
13,"1993-06-04","CHI","","NYK","W",1,"45:00",8,24,0.33,1,4,0.25,8,9,0.89,0,2,2,9,3,2,1,4,25,19.7,"Michael Jordan","Playoffs"
14,"1993-06-09","CHI","@","PHO","W",1,"43:00",14,28,0.5,0,1,0,3,4,0.75,2,5,7,5,5,1,2,2,31,25.9,"Michael Jordan","Playoffs"
15,"1993-06-11","CHI","@","PHO","W",1,"40:00",18,36,0.5,2,2,1,4,5,0.8,5,7,12,9,2,0,5,2,42,31.7,"Michael Jordan","Playoffs"
16,"1993-06-13","CHI","","PHO","L",1,"57:00",19,NA,NA,3,9,0.33,3,6,0.5,3,6,9,6,2,1,3,5,44,26.1,"Michael Jordan","Playoffs"
17,"1993-06-16","CHI","","PHO","W",1,"46:00",21,37,0.57,0,1,0,13,18,0.72,1,7,8,4,0,0,1,3,55,NA,"Michael Jordan","Playoffs"
18,"1993-06-18","CHI","","PHO","L",1,"44:00",16,29,0.55,2,7,0.29,7,10,0.7,1,6,7,7,0,2,2,5,41,30.7,"Michael Jordan","Playoffs"
19,"1993-06-20","CHI","@","PHO","W",1,"44:00",13,26,0.5,3,5,0.6,4,6,0.67,3,5,8,7,1,0,3,3,33,24.5,"Michael Jordan","Playoffs"
1,"1995-04-28","CHI","@","CHH","W",1,"47:00",18,32,0.56,1,4,0.25,11,11,1,1,8,9,8,1,1,3,1,48,NA,"Michael Jordan","Playoffs"
2,"1995-04-30","CHI","@","CHH","L",1,"40:00",13,25,0.52,3,6,0.5,3,6,0.5,3,4,7,7,0,0,5,5,32,19.7,"Michael Jordan","Playoffs"
3,"1995-05-02","CHI","","CHH","W",1,"38:00",9,19,0.47,1,2,0.5,6,7,0.86,2,4,6,3,4,2,6,3,25,17.8,"Michael Jordan","Playoffs"
4,"1995-05-04","CHI","","CHH","W",1,"41:00",8,21,0.38,3,5,0.6,5,6,0.83,1,3,4,5,3,0,3,4,24,15.6,"Michael Jordan","Playoffs"
5,"1995-05-07","CHI","@","ORL","L",1,"40:00",8,22,0.36,0,2,0,3,5,0.6,2,3,5,3,1,0,8,2,19,2.6,"Michael Jordan","Playoffs"
6,"1995-05-10","CHI","@","ORL","W",1,"43:00",17,30,0.57,1,1,1,3,8,0.38,3,4,7,3,4,4,2,4,38,30.4,"Michael Jordan","Playoffs"
7,"1995-05-12","CHI","","ORL","L",1,"43:00",15,31,0.48,0,3,0,10,10,1,4,3,7,4,0,1,4,3,40,26.3,"Michael Jordan","Playoffs"
8,"1995-05-14","CHI","","ORL","W",1,"44:00",9,21,0.43,0,1,0,8,8,1,2,5,7,3,4,0,4,2,26,19.1,"Michael Jordan","Playoffs"
9,"1995-05-16","CHI","@","ORL","L",1,"45:00",15,28,0.54,1,4,0.25,8,8,1,0,4,4,2,2,2,0,1,39,NA,"Michael Jordan","Playoffs"
10,"1995-05-18","CHI","","ORL","L",1,"39:00",8,19,0.42,1,2,0.5,7,10,0.7,2,7,9,7,4,4,6,5,24,19.9,"Michael Jordan","Playoffs"
1,"1996-04-26","CHI","","MIA","W",1,"38:00",13,22,0.59,0,1,0,9,12,0.75,2,2,4,2,1,1,4,5,35,22.7,"Michael Jordan","Playoffs"
2,"1996-04-28","CHI","","MIA","W",1,"32:00",9,17,0.53,2,3,0.67,9,12,0.75,0,4,4,4,1,0,0,0,29,24.5,"Michael Jordan","Playoffs"
3,"1996-05-01","CHI","@","MIA","W",1,"33:00",10,23,0.43,3,6,0.5,3,3,1,1,2,3,2,3,0,0,0,26,19.6,"Michael Jordan","Playoffs"
4,"1996-05-05","CHI","","NYK","W",1,"41:00",17,35,0.49,1,5,0.2,9,9,1,1,4,5,2,0,0,1,4,44,NA,"Michael Jordan","Playoffs"
5,"1996-05-07","CHI","","NYK","W",1,"40:00",11,25,0.44,1,3,0.33,5,5,1,3,2,5,5,3,0,2,0,28,22.1,"Michael Jordan","Playoffs"
6,"1996-05-11","CHI","@","NYK","L",1,"51:00",17,35,0.49,2,5,0.4,10,13,0.77,3,1,4,2,2,0,4,2,46,28.1,"Michael Jordan","Playoffs"
7,"1996-05-12","CHI","@","NYK","W",1,"40:00",7,23,0.3,2,7,0.29,11,13,0.85,2,6,8,8,2,1,0,5,27,22.4,"Michael Jordan","Playoffs"
8,"1996-05-14","CHI","","NYK","W",1,"43:00",13,29,0.45,1,2,0.5,8,9,0.89,1,1,2,5,2,0,2,5,35,NA,"Michael Jordan","Playoffs"
9,"1996-05-19","CHI","","ORL","W",1,"37:00",9,17,0.53,1,2,0.5,2,3,0.67,2,5,7,4,2,0,3,3,21,15.8,"Michael Jordan","Playoffs"
10,"1996-05-21","CHI","","ORL","W",1,"43:00",9,21,0.43,2,4,0.5,15,16,0.94,1,4,5,6,4,1,2,2,35,31.5,"Michael Jordan","Playoffs"
11,"1996-05-25","CHI","@","ORL","W",1,"39:00",5,14,0.36,1,1,1,6,11,0.55,3,4,7,4,2,1,2,1,17,13.6,"Michael Jordan","Playoffs"
12,"1996-05-27","CHI","@","ORL","W",1,"44:00",16,23,0.7,3,4,0.75,10,14,0.71,2,1,3,5,1,1,4,5,45,34.6,"Michael Jordan","Playoffs"
13,"1996-06-05","CHI","","SEA","W",1,"41:00",9,18,0.5,1,4,0.25,9,10,0.9,0,7,7,2,2,1,2,4,28,21.2,"Michael Jordan","Playoffs"
14,"1996-06-07","CHI","","SEA","W",1,"43:00",9,22,0.41,1,2,0.5,10,16,0.62,2,4,6,8,2,0,2,3,29,21.8,"Michael Jordan","Playoffs"
15,"1996-06-09","CHI","@","SEA","W",1,"41:00",11,23,0.48,3,4,0.75,11,11,1,2,1,3,5,2,0,3,1,36,28.1,"Michael Jordan","Playoffs"
16,"1996-06-12","CHI","@","SEA","L",1,"41:00",6,19,0.32,0,2,0,11,13,0.85,1,2,3,2,1,0,4,3,23,9.8,"Michael Jordan","Playoffs"
17,"1996-06-14","CHI","@","SEA","L",1,"43:00",11,22,0.5,0,4,0,4,5,0.8,2,2,4,1,1,0,2,3,26,15.1,"Michael Jordan","Playoffs"
18,"1996-06-16","CHI","","SEA","W",1,"43:00",5,19,0.26,1,3,0.33,11,12,0.92,3,6,9,7,2,0,5,3,22,14.9,"Michael Jordan","Playoffs"
1,"1997-04-25","CHI","","WSB","W",1,"42:00",12,25,0.48,0,1,0,5,5,1,0,8,8,8,2,0,3,5,29,21.3,"Michael Jordan","Playoffs"
2,"1997-04-27","CHI","","WSB","W",1,"44:00",22,35,0.63,1,2,0.5,10,10,1,3,4,7,2,2,0,2,3,55,42.8,"Michael Jordan","Playoffs"
3,"1997-04-30","CHI","@","WSB","W",1,"43:00",14,24,0.58,0,5,0,0,0,NA,1,1,2,6,0,1,2,2,28,19.9,"Michael Jordan","Playoffs"
4,"1997-05-06","CHI","","ATL","W",1,"44:00",13,25,0.52,1,3,0.33,7,10,0.7,3,8,11,6,4,3,3,3,34,31.1,"Michael Jordan","Playoffs"
5,"1997-05-08","CHI","","ATL","L",1,"44:00",12,29,0.41,0,6,0,3,3,1,6,10,16,6,0,1,1,2,27,21.8,"Michael Jordan","Playoffs"
6,"1997-05-10","CHI","@","ATL","W",1,"39:00",8,20,0.4,0,1,0,5,5,1,3,6,9,3,2,2,5,3,21,13.4,"Michael Jordan","Playoffs"
7,"1997-05-11","CHI","@","ATL","W",1,"43:00",12,22,0.55,0,2,0,3,5,0.6,2,6,8,4,2,1,5,1,27,18.9,"Michael Jordan","Playoffs"
8,"1997-05-13","CHI","","ATL","W",1,"40:00",9,23,0.39,1,5,0.2,5,5,1,2,5,7,7,2,0,2,0,24,19.3,"Michael Jordan","Playoffs"
9,"1997-05-20","CHI","","MIA","W",1,"42:00",15,31,0.48,0,2,0,7,10,0.7,3,6,9,3,1,1,2,3,37,24.6,"Michael Jordan","Playoffs"
10,"1997-05-22","CHI","","MIA","W",1,"43:00",4,15,0.27,0,1,0,15,16,0.94,2,7,9,3,4,1,2,1,23,21.6,"Michael Jordan","Playoffs"
11,"1997-05-24","CHI","@","MIA","W",1,"36:00",14,25,0.56,1,2,0.5,5,5,1,3,5,8,1,1,0,3,3,34,23.2,"Michael Jordan","Playoffs"
12,"1997-05-26","CHI","@","MIA","L",1,"45:00",9,35,0.26,0,8,0,11,13,0.85,4,4,8,1,1,0,2,2,29,10.2,"Michael Jordan","Playoffs"
13,"1997-05-28","CHI","","MIA","W",1,"43:00",11,31,0.35,1,4,0.25,5,6,0.83,1,5,6,5,2,2,4,4,28,13.8,"Michael Jordan","Playoffs"
14,"1997-06-01","CHI","","UTA","W",1,"41:00",13,27,0.48,0,0,NA,5,7,0.71,1,3,4,8,0,1,0,3,31,23.2,"Michael Jordan","Playoffs"
15,"1997-06-04","CHI","","UTA","W",1,"45:00",11,20,0.55,1,2,0.5,15,21,0.71,4,9,13,9,2,0,5,2,38,NA,"Michael Jordan","Playoffs"
16,"1997-06-06","CHI","@","UTA","L",1,"40:00",9,22,0.41,4,10,0.4,4,5,0.8,0,3,3,6,1,2,1,1,26,19.9,"Michael Jordan","Playoffs"
17,"1997-06-08","CHI","@","UTA","L",1,"42:00",11,27,0.41,0,4,0,0,0,NA,1,3,4,4,0,0,3,3,22,7.7,"Michael Jordan","Playoffs"
18,"1997-06-11","CHI","@","UTA","W",1,"44:00",13,27,0.48,2,5,0.4,10,12,0.83,2,5,7,5,3,1,3,3,38,29.4,"Michael Jordan","Playoffs"
19,"1997-06-13","CHI","","UTA","W",1,"44:00",15,35,0.43,1,4,0.25,8,10,0.8,1,10,11,4,1,1,1,2,39,26.1,"Michael Jordan","Playoffs"
1,"1998-04-24","CHI","","NJN","W",1,"47:00",11,27,0.41,0,2,0,17,23,0.74,0,7,7,3,1,1,3,1,39,24.6,"Michael Jordan","Playoffs"
2,"1998-04-26","CHI","","NJN","W",1,"39:00",9,19,0.47,0,0,NA,14,17,0.82,1,3,4,2,1,1,5,2,32,NA,"Michael Jordan","Playoffs"
3,"1998-04-29","CHI","@","NJN","W",1,"44:00",16,22,0.73,2,2,1,4,5,0.8,2,2,4,3,2,1,2,2,38,32.6,"Michael Jordan","Playoffs"
4,"1998-05-03","CHI","","CHH","W",1,"44:00",11,26,0.42,1,3,0.33,12,14,0.86,4,7,11,4,1,1,3,0,35,26.8,"Michael Jordan","Playoffs"
5,"1998-05-06","CHI","","CHH","L",1,"40:00",10,21,0.48,0,3,0,2,3,0.67,1,4,5,6,0,0,0,2,22,16.2,"Michael Jordan","Playoffs"
6,"1998-05-08","CHI","@","CHH","W",1,"39:00",9,20,0.45,0,1,0,9,10,0.9,3,2,5,6,1,0,3,3,27,19.9,"Michael Jordan","Playoffs"
7,"1998-05-10","CHI","@","CHH","W",1,"40:00",14,31,0.45,0,1,0,3,3,1,0,3,3,4,1,0,2,1,31,17.2,"Michael Jordan","Playoffs"
8,"1998-05-13","CHI","","CHH","W",1,"42:00",15,29,0.52,0,3,0,3,4,0.75,1,3,4,3,2,1,0,3,33,23.5,"Michael Jordan","Playoffs"
9,"1998-05-17","CHI","","IND","W",1,"41:00",11,28,0.39,0,0,NA,9,10,0.9,2,4,6,1,5,0,1,1,31,22.3,"Michael Jordan","Playoffs"
10,"1998-05-19","CHI","","IND","W",1,"42:00",13,22,0.59,0,1,0,15,18,0.83,0,4,4,5,4,0,0,3,41,37.1,"Michael Jordan","Playoffs"
11,"1998-05-23","CHI","@","IND","L",1,"43:00",9,22,0.41,2,3,0.67,10,12,0.83,1,3,4,7,1,0,5,3,30,18.7,"Michael Jordan","Playoffs"
12,"1998-05-25","CHI","@","IND","L",1,"41:00",12,27,0.44,1,3,0.33,3,4,0.75,2,3,5,2,0,2,6,4,28,NA,"Michael Jordan","Playoffs"
13,"1998-05-27","CHI","","IND","W",1,"36:00",12,20,0.6,2,4,0.5,3,4,0.75,1,6,7,4,1,1,0,2,29,25.6,"Michael Jordan","Playoffs"
14,"1998-05-29","CHI","@","IND","L",1,"42:00",12,23,0.52,1,4,0.25,10,11,0.91,1,4,5,2,1,0,3,4,35,NA,"Michael Jordan","Playoffs"
15,"1998-05-31","CHI","","IND","W",1,"42:00",9,25,0.36,0,0,NA,10,15,0.67,5,4,9,8,0,0,2,3,28,19.2,"Michael Jordan","Playoffs"
16,"1998-06-03","CHI","@","UTA","L",1,"46:00",13,29,0.45,1,2,0.5,6,8,0.75,1,2,3,2,0,2,0,3,33,NA,"Michael Jordan","Playoffs"
17,"1998-06-05","CHI","@","UTA","W",1,"40:00",14,33,0.42,0,2,0,9,10,0.9,3,2,5,3,1,1,0,2,37,24.8,"Michael Jordan","Playoffs"
18,"1998-06-07","CHI","","UTA","W",1,"32:00",7,14,0.5,0,0,NA,10,11,0.91,1,2,3,2,1,1,2,1,24,18.6,"Michael Jordan","Playoffs"
19,"1998-06-10","CHI","","UTA","W",1,"43:00",12,27,0.44,0,0,NA,10,15,0.67,3,5,8,2,2,0,3,1,34,21.5,"Michael Jordan","Playoffs"
20,"1998-06-12","CHI","","UTA","L",1,"45:00",9,26,0.35,0,2,0,10,11,0.91,1,3,4,4,3,0,4,4,28,14.8,"Michael Jordan","Playoffs"
21,"1998-06-14","CHI","@","UTA","W",1,"44:00",15,35,0.43,3,7,0.43,12,15,0.8,0,1,1,1,4,0,1,2,45,28.5,"Michael Jordan","Playoffs"
