"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
44,"1991-02-03","CHI","@","LAL","L",1,"40:00",10,22,0.45,0,0,NA,3,3,1,1,6,7,9,6,1,2,1,23,24.7,"Michael Jordan","Regular Season"
45,"1991-02-04","CHI","@","SAC","W",1,"33:00",7,14,0.5,0,0,NA,10,11,0.91,1,1,2,5,2,0,3,4,24,18.5,"Michael Jordan","Regular Season"
46,"1991-02-07","CHI","@","DET","W",1,"41:00",10,21,0.48,0,2,0,10,12,0.83,1,8,9,3,0,2,2,1,30,22.7,"Michael Jordan","Regular Season"
47,"1991-02-12","CHI","","ATL","W",1,"37:00",12,22,0.55,1,2,0.5,7,9,0.78,0,4,4,7,2,2,3,2,32,26.3,"Michael Jordan","Regular Season"
48,"1991-02-14","CHI","@","NYK","W",1,"36:00",13,20,0.65,1,2,0.5,2,2,1,0,2,2,3,2,3,0,2,29,26.2,"Michael Jordan","Regular Season"
49,"1991-02-16","CHI","","NJN","W",1,"39:00",11,26,0.42,1,1,1,3,4,0.75,2,9,11,7,3,0,7,0,26,16.8,"Michael Jordan","Regular Season"
50,"1991-02-18","CHI","@","CLE","W",1,"38:00",11,24,0.46,0,1,0,10,11,0.91,1,5,6,5,5,2,3,3,32,27.1,"Michael Jordan","Regular Season"
51,"1991-02-19","CHI","","WSB","W",1,"38:00",15,27,0.56,0,1,0,10,10,1,3,9,12,4,1,0,2,4,40,32.1,"Michael Jordan","Regular Season"
52,"1991-02-22","CHI","","SAC","W",1,"28:00",11,17,0.65,1,1,1,11,11,1,1,2,3,4,6,0,0,2,34,35.8,"Michael Jordan","Regular Season"
53,"1991-02-23","CHI","","CHH","W",1,"35:00",12,22,0.55,1,3,0.33,4,5,0.8,0,3,3,3,3,2,0,2,29,24.6,"Michael Jordan","Regular Season"
54,"1991-02-26","CHI","","BOS","W",1,"35:00",17,29,0.59,1,1,1,4,8,0.5,2,6,8,4,5,3,0,1,39,36.6,"Michael Jordan","Regular Season"
55,"1991-03-01","CHI","","DAL","W",1,"35:00",11,20,0.55,1,1,1,6,6,1,1,10,11,8,2,0,5,2,29,24.9,"Michael Jordan","Regular Season"
56,"1991-03-02","CHI","@","IND","L",1,"38:00",8,23,0.35,0,1,0,6,6,1,0,5,5,2,6,0,3,4,22,13.4,"Michael Jordan","Regular Season"
57,"1991-03-05","CHI","","MIL","W",1,"37:00",9,23,0.39,0,0,NA,12,13,0.92,2,7,9,2,2,1,5,3,30,18.5,"Michael Jordan","Regular Season"
58,"1991-03-08","CHI","","UTA","W",1,"39:00",14,29,0.48,0,0,NA,9,10,0.9,1,4,5,2,3,0,1,3,37,NA,"Michael Jordan","Regular Season"
59,"1991-03-10","CHI","@","ATL","W",1,"30:00",10,13,0.77,1,1,1,4,4,1,2,7,9,9,1,1,6,4,25,23.8,"Michael Jordan","Regular Season"
60,"1991-03-12","CHI","","MIN","W",1,"29:00",7,15,0.47,1,5,0.2,5,5,1,2,3,5,10,1,0,1,2,20,20.8,"Michael Jordan","Regular Season"
61,"1991-03-13","CHI","@","MIL","W",1,"41:00",15,26,0.58,0,1,0,9,14,0.64,1,7,8,4,3,2,1,4,39,32.2,"Michael Jordan","Regular Season"
62,"1991-03-15","CHI","@","CHH","W",1,"40:00",12,21,0.57,0,1,0,10,12,0.83,1,4,5,8,2,1,4,3,34,28.3,"Michael Jordan","Regular Season"
63,"1991-03-16","CHI","@","CLE","W",1,"38:00",14,25,0.56,0,2,0,9,10,0.9,0,3,3,3,5,0,2,3,37,29.5,"Michael Jordan","Regular Season"
64,"1991-03-18","CHI","","DEN","W",1,"29:00",11,19,0.58,2,3,0.67,7,7,1,0,6,6,2,0,1,3,2,31,22.2,"Michael Jordan","Regular Season"
65,"1991-03-20","CHI","","ATL","W",1,"30:00",9,14,0.64,2,2,1,2,3,0.67,0,5,5,11,0,1,3,3,22,21.1,"Michael Jordan","Regular Season"
66,"1991-03-22","CHI","@","PHI","L",1,"40:00",8,23,0.35,0,2,0,4,5,0.8,1,4,5,5,2,1,4,5,20,8.8,"Michael Jordan","Regular Season"
67,"1991-03-23","CHI","","IND","W",1,"40:00",15,25,0.6,0,1,0,9,9,1,0,2,2,5,3,2,2,4,39,32.4,"Michael Jordan","Regular Season"
68,"1991-03-25","CHI","","HOU","L",1,"37:00",15,25,0.6,0,2,0,4,7,0.57,5,2,7,4,3,3,0,3,34,32.1,"Michael Jordan","Regular Season"
69,"1991-03-28","CHI","@","NJN","W",1,"30:00",16,26,0.62,0,0,NA,10,11,0.91,1,0,1,4,0,2,3,4,42,30.1,"Michael Jordan","Regular Season"
70,"1991-03-29","CHI","@","WSB","W",1,"35:00",7,17,0.41,1,2,0.5,5,5,1,0,5,5,5,2,1,1,2,20,16.8,"Michael Jordan","Regular Season"
71,"1991-03-31","CHI","@","BOS","L",1,"51:00",12,36,0.33,0,3,0,13,13,1,3,4,7,9,2,0,4,3,37,NA,"Michael Jordan","Regular Season"
72,"1991-04-02","CHI","","ORL","W",1,"41:00",17,26,0.65,0,0,NA,10,12,0.83,0,4,4,6,5,2,4,2,44,38.8,"Michael Jordan","Regular Season"
73,"1991-04-04","CHI","@","NYK","W",1,"35:00",15,30,0.5,0,1,0,4,5,0.8,2,6,8,4,3,0,2,1,34,25.2,"Michael Jordan","Regular Season"
74,"1991-04-05","CHI","","SAS","L",1,"36:00",13,26,0.5,1,4,0.25,12,14,0.86,0,5,5,9,5,2,5,4,39,32.8,"Michael Jordan","Regular Season"
75,"1991-04-07","CHI","","PHI","L",1,"48:00",16,27,0.59,0,0,NA,9,14,0.64,1,3,4,5,4,2,0,2,41,NA,"Michael Jordan","Regular Season"
76,"1991-04-09","CHI","","NYK","W",1,"37:00",10,18,0.56,1,3,0.33,7,8,0.88,0,6,6,8,1,0,0,0,28,27.4,"Michael Jordan","Regular Season"
77,"1991-04-10","CHI","@","IND","W",1,"41:00",12,21,0.57,0,0,NA,4,6,0.67,0,5,5,4,0,1,2,3,28,19.1,"Michael Jordan","Regular Season"
78,"1991-04-12","CHI","@","DET","L",1,"43:00",13,24,0.54,1,2,0.5,13,15,0.87,3,5,8,4,0,1,3,5,40,29.7,"Michael Jordan","Regular Season"
